trial,angle,same,letter,response,rt,correct
1,180,False,F,,5.0,False
2,180,True,Z,,5.0,False
3,150,False,R,,5.0,False
4,0,False,Z,,5.0,False
5,120,True,J,,5.0,False
6,0,False,K,,5.0,False
7,60,True,Z,,5.0,False
8,0,True,Q,,5.0,False
