trial,angle,same,letter,response,rt,correct
1,90,False,P,j,2.7386253000004217,True
2,30,True,Z,f,1.0957473999987997,True
3,120,False,S,j,1.791404200001125,True
4,120,False,K,j,4.442888099998527,True
5,120,False,Q,f,2.347293799997715,False
6,90,True,Q,f,1.7284212999984447,True
7,90,False,G,j,1.902032900001359,True
8,0,True,G,f,1.8924575999990338,True
